npsn,nama_smk,status,akreditasi,alamat,kab_kota,kecamatan,telp,fax
20330954,SMKS AL FALAH SALATIGA,Swasta,,JL. BIMA NO.2 RT 0 RW 0 Dukuh Kode Pos 50722,Kota Salatiga,Kec. Sidomukti,298321685,298321685
20330955,SMKS PANCASILA SALATIGA,Swasta,,JL. FATMAWATI NO.11 RT 1 RW 10 BLOTONGAN Kode Pos 50715,Kota Salatiga,Kec. Sidorejo,2983418191,2983418191
20331096,SMKS ADHI YUDYA KARYA PATEAN,Swasta,,JL. RAYA CURUG SEWU PATEAN RT 1 RW 3 CURUG SEWU PATEAN KENDAL Kode Pos 51364,Kab. Kendal,Kec. Patean,452807,452807
20331097,SMKS BINA UTAMA KENDAL,Swasta,,Jl. Kyai Tulus RT 0 RW 0 Jetis Kode Pos 51315,Kab. Kendal,Kec. Kota Kendal,294382739,294382739
20331098,SMKS LENTERA KENDAL,Swasta,,"JL. SOEKARNO HATTA, GG. LENTERA TEGALSARI RT 2 RW 1 BUGANGIN KOTA KENDAL Kode Pos 51314",Kab. Kendal,Kec. Kota Kendal,294384381,
20331126,SMKS ROUDLOTUL MUBTADIIN,Swasta,,JL. BALEKAMBANG RT 2 RW 7 Gemiring Lor Kode Pos 59466,Kab. Jepara,Kec. Nalumsari,2917512041,2917512043
20331145,SMK TELEKOMUNIKASI TUNAS HARAPAN,Swasta,,JL. UMBUL SENJOYO I NO.3 RT 1 RW 5 Bener Kode Pos 50775,Kab. Semarang,Kec. Tengaran,298311391,298311391
20331566,SMKS MAARIF TEGALREJO,Swasta,,"JL. KLOPO - SINDAS KM 0,5 KORIPAN RT 1 RW 2 Dawung Kode Pos 56192",Kab. Magelang,Kec. Tegalrejo,81328443890,
20331568,SMKS MUHAMMADIYAH BANDONGAN,Swasta,,JL. KYAI AROF RT 0 RW 0 Bandongan Kode Pos 56151,Kab. Magelang,Kec. Bandongan,293310217,293310217
20331625,SMKN 1 GANTIWARNO,Negeri,,JL. Teluk Kragilan RT 3 RW 4 Kragilan Kode Pos 57455,Kab. Klaten,Kec. Gantiwarno,82247087070,
20331626,SMKS PETRA KARANGDOWO,Swasta,,JL. KARANGDOWO - SOLO 05 RT 1 RW 2 Pugeran Kode Pos 57464,Kab. Klaten,Kec. Karangdowo,0272 897551,
20331627,SMKS BERBUDI GANTIWARNO,Swasta,,JALAN GASWANGI RT 1 RW 1 Jabung Kode Pos 57455,Kab. Klaten,Kec. Gantiwarno,8156803910,
20331762,SMK KOMPUTAMA MAJENANG,Swasta,,JL. YOS SUDARSO NO. 36 A RT 1 RW 5 Sindangsari Kode Pos 53257,Kab. Cilacap,Kec. Majenang,622334,622334
20331763,SMK PELAYARAN SAMUDERA CILACAP,Swasta,,JL. SOEKARNO-HATTA NO.84 RT 4 RW 3 KARANGKANDRI Kode Pos 53274,Kab. Cilacap,Kec. Kesugihan,2825071892,
20331764,SMK DARUSSALAM KARANGPUCUNG,Swasta,,JL. RAYA KARANGPUCUNG KM. 02 NO.08 RT 1 RW 11 Karangpucung Kode Pos 53255,Kab. Cilacap,Kec. Karangpucung,2806261729,2806261729
20331765,SMK YOS SUDARSO MAJENANG,Swasta,,"JL. YOS SUDARSO NO 5 MAJENANG, CILACAP RT 6 RW 5 Sindangsari Kode Pos 53257",Kab. Cilacap,Kec. Majenang,280621296,
20331829,SMKS ANALIS KESEHATAN NASIONAL SURAKARTA,Swasta,,JL. YOS SUDARSO 338 SURAKARTA RT 13 RW 1 Serengan Kode Pos 57155,Kota Surakarta,Kec. Serengan,271644958,271665023
20331830,SMKS FARMASI NASIONAL SURAKARTA,Swasta,,JL. YOS SUDARSO 338 RT 1 RW 13 Serengan Kode Pos 57155,Kota Surakarta,Kec. Serengan,271644958,271665023
20331919,SMK ANTONIUS,Swasta,,Jl. Teuku Umar No. 16 RT 0 RW 0 Jatingaleh Kode Pos 50254,Kota Semarang,Kec. Candisari,248317820,248501241
20331920,SMK CINDE,Swasta,,Jl. Cinde Barat No. 27 RT 5 RW 5 Jomblang Kode Pos 50256,Kota Semarang,Kec. Candisari,248313927,248313927
20331921,SMK DIAN KARTIKA,Swasta,,Jl. Muradi Raya No.25 RT 0 RW 0 Kembangarum Kode Pos 50147,Kota Semarang,Kec. Semarang Barat,247604181,0
20331922,SMK GEDONGSONGO,Swasta,,Jl. Gedongsongo Raya RT 4 RW 2 Manyaran Kode Pos 50147,Kota Semarang,Kec. Semarang Barat,247607503,0
20331923,SMK GRAFIKA BHAKTI NUSANTARA,Swasta,,Jl. Yudistiro No. 3 RT 6 RW 0 Pendrikan Kidul Kode Pos 50131,Kota Semarang,Kec. Semarang Tengah,243517264,243517264
20331924,SMK IBU KARTINI,Swasta,,Jl. Imam Bonjol No. 199 RT 1 RW 2 Pendrikan Kidul Kode Pos 50141,Kota Semarang,Kec. Semarang Tengah,243543512,243543512
20331925,SMK IPTEK TUGU SUHARTO,Swasta,,Jl. Bina Remaja No. 31 RT 7 RW 1 Srondol Wetan Kode Pos 50263,Kota Semarang,Kec. Banyumanik,247461291,
20331926,SMK KIMIA INDUSTRI THERESIANA,Swasta,,Jl. Pleburan Barat No. 11 A RT 2 RW 9 Pleburan Kode Pos 50241,Kota Semarang,Kec. Semarang Selatan,248318542,248442988
20331927,SMK PALAPA,Swasta,,Jl. Untung Surapati RT 1 RW 2 Kedungpani Kode Pos 50211,Kota Semarang,Kec. Mijen,247711216,247711216
20331928,SMK PALEBON,Swasta,,Jl. Palebon Raya No. 30 RT 3 RW 3 Palebon Kode Pos 50199,Kota Semarang,Kec. Pedurungan,246712870,24671287017
20331929,SMK PANDANARAN,Swasta,,Jl. Brigjend Sudiarto No. 599 RT 5 RW 5 Pedurungan Kidul Kode Pos 50192,Kota Semarang,Kec. Pedurungan,246715207,
20331930,SMK PELAYARAN,Swasta,,Jl. Kendeng I No. 3 RT 3 RW 1 Bendan Ngisor Kode Pos 50233,Kota Semarang,Kec. Gajah Mungkur,248503252,248509295
20331931,SMK PELITA NUSANTARA 2,Swasta,,Jl. Slamet Riyadi No. 40 RT 4 RW 7 Gayamsari Kode Pos 50161,Kota Semarang,Kec. Gayamsari,6718893,6718893
20331932,SMK PERINTIS 29 01,Swasta,,Jl. Karangbendo N0. 4-5 RT 2 RW 3 Karangrejo Kode Pos 50234,Kota Semarang,Kec. Gajah Mungkur,248414818,248414818
20331933,SMK PL TARCISIUS 1,Swasta,,Jl. Supriyadi No.7 Semarang RT 1 RW 1 Kalicari Kode Pos 50249,Kota Semarang,Kec. Pedurungan,246734699,246734704
20331934,SMK PL TARCISIUS 2,Swasta,,Jl. Muktiharjo KM 3 RT 0 RW 0 Bangetayu Kulon Kode Pos 50115,Kota Semarang,Kec. Genuk,81325381635,(024)6582003
20331936,SMK SEPULUH NOPEMBER,Swasta,,Jl. Ketileng Raya RT 0 RW 0 Sendangmulyo Kode Pos 50272,Kota Semarang,Kec. Tembalang,246724924,
20331937,SMK TAMANSISWA,Swasta,,Jl. Tuntang No 3 Citarum Utara RT 1 RW 6 Mlatiharjo Kode Pos 50121,Kota Semarang,Kec. Semarang Timur,243518188,243518188
20331938,SMK TEUKU UMAR,Swasta,,Jl. Karangrejo Tengah IX/99 A RT 8 RW 2 Karangrejo Kode Pos 50234,Kota Semarang,Kec. Gajah Mungkur,248444807,248444807
20331939,SMK TEXMACO,Swasta,,Jl. Raya Mangkang KM. 16 RT 0 RW 0 Mangkang Kulon Kode Pos 50155,Kota Semarang,Kec. Tugu,248661966,248661967
20331954,SMKS TAKHASSUS AL QURAN WONOSOBO,Swasta,,JL. RAYA JAWAR KM 01 MOJOTENGAH WONOSOBO RT 5 RW 13 KALIBEBER Kode Pos 56351,Kab. Wonosobo,Kec. Mojotengah,2863326004,2863326004
20331980,SMKS MUHAMMADIYAH MAGELANG,Swasta,,JALAN TIDAR 21 KOTA MAGELANG RT 2 RW 3 Magersari Kode Pos 56126,Kota Magelang,Kec. Magelang Selatan,293364237,
20331981,SMKS SATYA PERSADA,Swasta,,Jalan Tidar No. 34 Magelang RT 1 RW 4 Kemirirejo Kode Pos 56122,Kota Magelang,Kec. Magelang Tengah,293364135,293364135
20331982,SMKS PENDOWO,Swasta,,JALAN PERINTIS KEMERDEKAAN NOMOR 92 MAGELANG RT 3 RW 1 KRAMAT SELATAN Kode Pos 56115,Kota Magelang,Kec. Magelang Utara,293314240,0
20332519,SMK WIRA BAHARI,Swasta,,Jl. Laks. Yos Sudarso No. 480 Bebel RT 9 RW 3 BEBEL Kode Pos 51153,Kab. Pekalongan,Kec. Wonokerto,85642747124,
20332520,SMK MUHAMMADIYAH KEDUNGWUNI,Swasta,,Jl. Papagan No. 17 Kedungwuni RT 0 RW 0 Kedungwuni Barat Kode Pos 51173,Kab. Pekalongan,Kec. Kedungwuni,2854483324,285
20337604,SMK NEGERI 7 SEMARANG,Negeri,,JL. SIMPANG LIMA RT 1 RW 1 Mugassari Kode Pos 50243,Kota Semarang,Kec. Semarang Selatan,248311532,248447649
20337605,SMK YAYASAN PHARMASI,Swasta,,Jl. Satrio Wibowo I RT 9 RW 6 Tlogosari Kulon Kode Pos 50196,Kota Semarang,Kec. Pedurungan,2476581515,2476581516
20337647,SMKS MAARIF NU 01 LIMPUNG,Swasta,,JL. KH. WAHID HASYIM NO.01 LIMPUNG RT 1 RW 4 Limpung Kode Pos 51271,Kab. Batang,Kec. Limpung,2854468655,2854468655
20337648,SMKS PANCASILA 2 JATISRONO,Swasta,,Jl. Garuda Pancasila RT 3 RW 2 Gunungsari Kode Pos 57691,Kab. Wonogiri,Kec. Jatisrono,273411143,2734131155
20337649,SMKS PANCASILA 8 SLOGOHIMO,Swasta,,JLN. RAYA SLOGOHIMO-WONOGIRI RT 2 RW 1 Slogohimo Kode Pos 57694,Kab. Wonogiri,Kec. Slogohimo,273411253,273411253
20337798,SMKS BHINNEKA KARYA 5 TERAS BOYOLALI,Swasta,,JL RAYA SOLO - BOYOLALI RT 9 RW 1 Randusari Kode Pos 57372,Kab. Boyolali,Kec. Teras,2763295292,
20337799,SMKS MUHAMMADIYAH 05 KARANGGEDE BOYOLALI,Swasta,,JL. KARANGGEDE - WONOSEGORO RT 6 RW 2 Kebonan Kode Pos 57381,Kab. Boyolali,Kec. Karanggede,298610855,
20337801,SMKS MUHAMADIYAH PONTREN IMAM SYUHODO,Swasta,,KH. AHMAD DAHLAN NO.154 RT 1 RW 6 WONOREJO Kode Pos 57555,Kab. Sukoharjo,Kec. Polokarto,271612646,
20337802,SMKN 3 SUKOHARJO,Negeri,,JALAN TELUKAN- CUPLIK RT 1 RW 2 PARANGJORO-GROGOL Kode Pos 57552,Kab. Sukoharjo,Kec. Grogol,2717880818,2712018210
20337807,SMK TUNAS NUSANTARA JATEN,Swasta,,KUNIRAN RAYA NO. 3 JATEN RT 1 RW 2 Jaten Kode Pos 57771,Kab. Karanganyar,Kec. Jaten,271628163,
20337809,SMK WIDYA TARUNA,Swasta,,JALAN RAYA KLODRAN NO 12 RT 0 RW 0 Klodran Kode Pos 57172,Kab. Karanganyar,Kec. Colomadu,2717655285,271
20337814,SMKS KESDAM IV/DIPONEGORO,Swasta,,JL. URIP SUMOHARJO NO. 48 RT 0 RW 0 Wates Kode Pos 56113,Kota Magelang,Kec. Magelang Utara,293364470,293364470
20337823,SMKN 1 WINDUSARI,Negeri,,DUSUN PATREMAN RT 1 RW 1 Banjarsari Kode Pos 56152,Kab. Magelang,Kec. Windusari,8112655141,
20337855,SMKS AL IHSAN,Swasta,,DOGLO RT 24 RW 4 Candigatak Kode Pos 57362,Kab. Boyolali,Kec. Cepogo,85799404688,
20337859,SMK FARMASI MAJENANG,Swasta,,DR. WAHIDIN NO. 288 MAJENANG RT 4 RW 2 Sindangsari Kode Pos 53257,Kab. Cilacap,Kec. Majenang,280622370,280621294
20337860,SMK TARBIYATUL ISLAM KAWUNGANTEN,Swasta,,JL. RAYA KAWUNGANTEN LOR RT 2 RW 6 Kawunganten Lor Kode Pos 53253,Kab. Cilacap,Kec. Kawunganten,2825501188,0
20337887,SMKN 1 PUNGGELAN,Negeri,,"JL. RAYA PASAR MANIS, LOJI RT 2 RW 5 Punggelan Kode Pos 53462",Kab. Banjarnegara,Kec. Punggelan,85100803277,
20338138,SMK DARUSSALAM BALAPULANG,Swasta,,JL KALIBAKUNG  BANJARANYAR  BALAPULANG RT 3 RW 3 Kalibakung Kode Pos 52464,Kab. Tegal,Kec. Balapulang,85869231616,
20338139,SMKN 1 DUKUHTURI,Negeri,,JL. KARANGANYAR NO. 17 RT 1 RW 2 Pekauman Kulon Kode Pos 52192,Kab. Tegal,Kec. Dukuhturi,283351533,283322075
20338231,SMKS MUHAMMADIYAH SUMPIUH,Swasta,,"JALAN SOMAGEDE KM. 0,3 KEBOKURA SUMPIUH BANYUMAS JAWA TENGAH RT 4 RW 2 Kebokura Kode Pos 53195",Kab. Banyumas,Kec. Sumpiuh,282497764,
20338281,SMKS SYUBBANUL WATHON,Swasta,,Jl. Kyai Abdan No.03 RT 1 RW 1 Dlimas Kode Pos 56192,Kab. Magelang,Kec. Tegalrejo,2933149001,
20338283,SMKN 1 SAWIT,Negeri,,JALAN RAYA SOLO - YOGYA KM. 15 RT 2 RW 1 Bendosari Kode Pos 57374,Kab. Boyolali,Kec. Sawit,2717686920,
20338291,SMKS NU MIFTAHUL FALAH,Swasta,,JLN. RAYA MURIA NO. 1A KM. 07 RT 3 RW 5 Cendono Kode Pos 59353,Kab. Kudus,Kec. Dawe,2914101123,
20338292,SMKS NU BANAT,Swasta,,JL. KHM ARWANI AMIN RT 4 RW 3 Krandon Kode Pos 59314,Kab. Kudus,Kec. Kota Kudus,2914251501,2914251501
20338293,SMKS NU HASYIM ASYARI 2,Swasta,,Jl. Sudimoro RT.02/RW.06 Gg. M. Masyitho Karangmalang Gebog Kudus RT 2 RW 6 Karang Malang Kode Pos 59354,Kab. Kudus,Kec. Gebog,291431063,0
20338294,SMKN 3 KUDUS,Negeri,,"JL. BABALAN - PRAWOTO. KALIREJO, UNDAAN RT 2 RW 4 Kalirejo Kode Pos 59372",Kab. Kudus,Kec. Undaan,2914257006,2914257006
20338311,SMKS NURUL IMAN,Swasta,,Jl. Watucongol No. 01 Dukuhan RT 0 RW 0 Gunungpring Kode Pos 56415,Kab. Magelang,Kec. Muntilan,585256,
20338312,SMKN 1 WONOSEGORO,Negeri,,JALAN RAYA WONOSEGORO RT 2 RW 5 Wonosegoro Kode Pos 57382,Kab. Boyolali,Kec. Wonosegoro,8112642232,8112642232
20338341,SMKS DARUL FALAH GUBUG,Swasta,,KAUMAN I NO.03 RINGINHARJO RT 2 RW 5 Ringinharjo Kode Pos 58164,Kab. Grobogan,Kec. Gubug,85291557985,
20338405,SMKS ALHUDA BUMIAYU,Swasta,,JALAN K.H. NASUCHA NO. 56 Kecamatan Bumiayu Kabupaten Brebes RT 2 RW 2 Bumiayu Kode Pos 52273,Kab. Brebes,Kec. Bumiayu,289432591,289432091
20338406,SMKS AL MUSTAMIDIYYAH LARANGAN,Swasta,,JALAN KEDAWON - PONCOL GG. K.H. MUSTAMID RT 4 RW 6 Rengaspendawa Kode Pos 52262,Kab. Brebes,Kec. Larangan,85786558734,
20338407,SMKS MAARIF NU 01 BANTARKAWUNG,Swasta,,JALAN KYAI MUKMIN NO.1 BANGBAYANG - BANTARKAWUNG RT 1 RW 1 Bangbayang Kode Pos 52274,Kab. Brebes,Kec. Bantarkawung,8282999247,
20338408,SMKS MAARIF NU TONJONG,Swasta,,Jl. Raya Tonjong No. 127 RT 0 RW 0 Tonjong Kode Pos 52271,Kab. Brebes,Kec. Tonjong,2894311239,2894311239
20338409,SMKS MUHAMMADIYAH BANTARKAWUNG,Swasta,,Jl. Raya Bantarkawung km.4 Kecamatan Bantarkawung RT 5 RW 5 Pangebatan Kode Pos 52274,Kab. Brebes,Kec. Bantarkawung,2895159151,
20338410,SMKS MUHAMMADIYAH PAGUYANGAN,Swasta,,JL. RAYA GRENGSENG RT 1 RW 10 Taraban Kode Pos 52276,Kab. Brebes,Kec. Paguyangan,430390,430390
20338411,SMKS PUSPONEGORO TANJUNG,Swasta,,JALAN R.A. KARTINI NO. 22 TANJUNG RT 2 RW 5 Lemah Abang Kode Pos 52254,Kab. Brebes,Kec. Tanjung,,0
20338412,SMKS SEMESTA BUMIAYU,Swasta,,JL. PANGERAN DIPONEGORO KM. 1 RT 0 RW 0 Dukuhturi Kode Pos 52273,Kab. Brebes,Kec. Bumiayu,289430071,289430071
20338426,SMK MUHAMMADIYAH 1 CILACAP,Swasta,,Jl. Tentara Pelajar No. 90 RT 3 RW 4 Tritih Kulon Kode Pos 53223,Kab. Cilacap,Kec. Cilacap Utara,282541442,
20338427,SMK YOS SOEDARSO SIDAREJA,Swasta,,JL. RANGGASENA NO. 596 SIDAREJA CILACAP RT 2 RW 3 Sidareja Kode Pos 53261,Kab. Cilacap,Kec. Sidareja,280523858,280523858
20338430,SMK NASIONAL SIDAREJA,Swasta,,JENDRAL SUDIRMAN NO. 30 SIDAREJA RT 2 RW 3 Sidareja Kode Pos 53261,Kab. Cilacap,Kec. Sidareja,280523270,280523270
20338431,SMK SRIWIJAYA KARANGPUCUNG,Swasta,,JL. RAYA KARANGPUCUNG - SIDAREJA KM 5 RT 4 RW 3 Sindangbarang Kode Pos 53255,Kab. Cilacap,Kec. Karangpucung,816699118,
20338436,SMK ASSALAMAH PATI,Swasta,,JL. PANUNGGULAN 17 B PATI RT 3 RW 2 Gajahmati Kode Pos 59116,Kab. Pati,Kec. Pati,295382688,295384196
20338437,SMK BANI MUSLIM PATI,Swasta,,JL. TERMINAL SLEKO NO.2 PATI RT 2 RW 1 SEMAMPIR Kode Pos 59116,Kab. Pati,Kec. Pati,295385981,295385981
20338438,SMK MANBAUL HUDA,Swasta,,Tayu-Puncel Km. 11 Ds. Kembang Dukuhseti Pati RT 2 RW 3 Kembang Kode Pos 59158,Kab. Pati,Kec. Dukuhseti,2954590484,2954590484
20338518,SMKS GAJAH MUNGKUR 2 GIRITONTRO,Swasta,,JL. GIRITONTRO-BATURETNO RT 2 RW 3 Giritontro Kode Pos 57676,Kab. Wonogiri,Kec. Giritontro,0273-4631101,-
20338519,SMKS MUHAMMADIYAH 1 BATURETNO,Swasta,,JL. TIMUR MASJID AGUNG BATURETNO RT 1 RW 22 Baturetno Kode Pos 57673,Kab. Wonogiri,Kec. Baturetno,273461146,273461146
20338520,SMKN 1 BULUKERTO,Negeri,,"JL. GULI, BULUKERTO RT 1 RW 2 Bulukerto Kode Pos 57697",Kab. Wonogiri,Kec. Bulukerto,,
20338521,SMKN 1 GIRITONTRO,Negeri,,JL.RAYA GIRITONTRO - PRACIMANTORO KM 4 RT 4 RW 3 Giritontro Kode Pos 57676,Kab. Wonogiri,Kec. Giritontro,2734631033,
20338523,SMKS PANCASILA 3 BATURETNO,Swasta,,JL. RAYA BATURETNO RT 1 RW 17 Baturetno Kode Pos 57673,Kab. Wonogiri,Kec. Baturetno,273461081,273461081
20338558,SMKS PGRI KUWU,Swasta,,KOMPLEK  LAPANGAN OLAH RAGA KUWU RT 1 RW 1 Grabagan Kode Pos 58182,Kab. Grobogan,Kec. Kradenan,292761897,292761897
20338568,SMK WALISONGO,Swasta,,"JALAN DESA NO. 1 TASIKHARJO, KALIORI REMBANG RT 2 RW 2 Tasikharjo Kode Pos 59252",Kab. Rembang,Kec. Kaliori,85226984772,
20338569,SMKS BHAKTI NUSANTARA,Swasta,,JL. KALIWUNGU KM. 1 METESEH RT 8 RW 2 METESEH Kode Pos 51381,Kab. Kendal,Kec. Boja,294571476,
20338571,SMKN 3 SALATIGA,Negeri,,JL. JAFAR SHODIQ RT 1 RW 3 Kalibening Kode Pos 50744,Kota Salatiga,Kec. Tingkir,2983418850,2983418850
20338603,SMKS AL HIKMAH BLORA,Swasta,,JL. TEMPURAN GG. 3 NGADIPURWO BLORA RT 2 RW 3 Ngadipurwo Kode Pos 58251,Kab. Blora,Kec. Kota Blora,85741051602,296
20338617,SMK NEGERI 1 SALE,Negeri,,JL.JATIROGO KM 5 SALE RT 3 RW 6 Wonokerto Kode Pos 59265,Kab. Rembang,Kec. Sale,6.24E+11,
20338631,SMKS ISLAM DATUK SINGARAJA,Swasta,,JL. BUGEL - JEPARA KM 02 RT 4 RW 1 Kerso Kode Pos 59463,Kab. Jepara,Kec. Kedung,81325644407,
20338632,SMKS TERPADU HADZIQIYYAH,Swasta,,Jl. Blok Nglarangan RT 2 RW 7 Gemiring Lor Kode Pos 59466,Kab. Jepara,Kec. Nalumsari,8112716228,
20338633,SMKS ISLAM TSAMROTUL HUDA TAHUNAN,Swasta,,Jalan Raya Kecapi Lebak RT 24 Rw 04 KM.01 Kecapi Tahunan Jepara  RT 23 RW 4 Kecapi Kode Pos 59429,Kab. Jepara,Kec. Tahunan,2914297600,
20338634,SMKS TAKHASSUS AL QURAN SADAMIYYAH,Swasta,,JL. MAKAMDOWO RT 1 RW 4 Guyangan Kode Pos 59453,Kab. Jepara,Kec. Bangsri,291772072,
20338635,SMKS WALISONGO PECANGAAN,Swasta,,JL. KAUMAN NO. 1 RT 1 RW 4 Pecangaan Kulon Kode Pos 59462,Kab. Jepara,Kec. Pecangaan,2917510124,
20338674,SMKS MUHAMMADIYAH JATI,Swasta,,Jl.Doplang Kemadoh KM. 1 Gang Sumur Umum Doplang RT 28 RW 4 Doplang Kode Pos 58384,Kab. Blora,Kec. Jati,2964311122,
20338847,SMKS MUHAMMADIYAH PURWODADI,Swasta,,JL. KAUMAN NO.3 PURWODADI PURWOREJO RT 3 RW 2 Purwodadi Kode Pos 54173,Kab. Purworejo,Kec. Purwodadi,275756260,
20338849,SMKN 4 PURWOREJO,Negeri,,JL. PURWODADI GRABAG KM. 4 RT 1 RW 1 BRIYAN Kode Pos 54172,Kab. Purworejo,Kec. Ngombol,85100308804,
20338850,SMKS NURUSSALAF KEMIRI,Swasta,,"JL. KEMIRI LOR, KEC. KEMIRI, KAB. PURWOREJO KEMIRI, PURWOREJO RT 2 RW 4 KEMIRI LOR Kode Pos 54262",Kab. Purworejo,Kec. Kemiri,275649002,275649002
20338851,SMKS PATRIOT PITURUH,Swasta,,JL. BRENGKOL + 25 M BARAT KECAMATAN PITURUH RT 4 RW 5 Pituruh Kode Pos 54263,Kab. Purworejo,Kec. Pituruh,2753140093,2753140093
20338920,SMK NEGERI 1 SRAGI,Negeri,,Jl. Raya Sragi No. 139 B RT 1 RW 2 Sragi Kode Pos 51155,Kab. Pekalongan,Kec. Sragi,2854475405,2854475405
20339025,SMK AL FALAH WINONG PATI,Swasta,,Jl. Winong - Pucakwangi KM. 05 RT 1 RW 1 Pekalongan Kode Pos 59181,Kab. Pati,Kec. Winong,8122895923,
20339026,SMK AN NAJAH,Swasta,,JL. MASJID JAMI KAYEN RT 6 RW 1 Kayen Kode Pos 59171,Kab. Pati,Kec. Kayen,2954101591,2954101591
20339027,SMK NEGERI 4 PATI,Negeri,,JL. RENDOLE NO. 1 PATI RT 7 RW 6 Muktiharjo Kode Pos 59163,Kab. Pati,Kec. Margorejo,295392257,0
20339028,SMK BHINA TUNAS BHAKTI JUWANA,Swasta,,JL. SUNAN NGERANG NO. 109 JUWANA RT 0 RW 0 Kebonsawahan Kode Pos 59185,Kab. Pati,Kec. Juwana,295471132,295471132
20339029,SMK DIPONEGORO JUWANA,Swasta,,KAMBOJA NO. 01 JUWANA RT 5 RW 1 Karangrejo Kode Pos 59185,Kab. Pati,Kec. Juwana,295471484,0
20339030,SMK FARMING PATI,Swasta,,"TLOGOWUNGU BAPOH KM. 1,5 RT 2 RW 1 Sambirejo Kode Pos 59161",Kab. Pati,Kec. Tlogowungu,85100505770,
20339031,SMK GAJAH MADA 01 MARGOYOSO,Swasta,,JL. PASAR BULUMANIS MARGOYOSO RT 5 RW 3 Bulumanis Kidul Kode Pos 59154,Kab. Pati,Kec. Margoyoso,295452266,295452266
20339032,SMK GAJAH MADA 02 PATI,Swasta,,JL. SYEH JANGKUNG 160 PATI RT 8 RW 4 Pati Kidul Kode Pos 59114,Kab. Pati,Kec. Pati,295381662,295381662
20339033,SMK MUHAMMADIYAH 1 PATI,Swasta,,"JL. RAYA PATI - TAYU KM. 3,5 PATI RT 7 RW 1 Tambaharjo Kode Pos 59151",Kab. Pati,Kec. Pati,295384818,295384818
20339034,SMK MUHAMMADIYAH 2 TAYU,Swasta,,Jalan tayu jepara km. 5 pundenrejo tayu pati RT 2 RW 2 Pundenrejo Kode Pos 59155,Kab. Pati,Kec. Tayu,295452420,
20339035,SMK NAHDLATUL ULAMA GEMBONG,Swasta,,DS. GEMBONG RT. 04/02 GEMBONG RT 4 RW 2 Gembong Kode Pos 59162,Kab. Pati,Kec. Gembong,85200363120,
20339036,SMK NASIONAL PATI,Swasta,,JL. KI AGENG SELO NO. 26 RT 20 RW 5 Blaru Kode Pos 59114,Kab. Pati,Kec. Pati,295382826,295382826
20339037,SMK PELAYARAN TAYU,Swasta,,JALAN TAYU-DUKUHSETI KM.2 RT 4 RW 1 Luwang Kode Pos 59155,Kab. Pati,Kec. Tayu,2954545118,
20339038,SMK TELKOM TERPADU AKN MARZUQI,Swasta,,TAYU - PUNCEL KM 11 RT 5 RW 3 Dukuhseti Kode Pos 59158,Kab. Pati,Kec. Dukuhseti,82323422135,
20339039,SMK TUNAS HARAPAN PATI,Swasta,,JL. RAYA PATI-TRANGKIL KM.4 PATI RT 0 RW 0 Ngepungrojo Kode Pos 59151,Kab. Pati,Kec. Pati,295382470,295382234
20339040,SMK NEGERI 2 PATI,Negeri,,JL. GEMBONG KM 4 RENDOLE TROMOL POS 5 RT 0 RW 0 Muktiharjo Kode Pos 59163,Kab. Pati,Kec. Margorejo,2954101142,295381298
20339041,SMK NEGERI 3 PATI,Negeri,,JL. KOLONEL SUNANDAR 108 KAB. PATI RT 14 RW 3 Winong Kode Pos 59112,Kab. Pati,Kec. Pati,295381027,295381027
20339058,SMK KESUMA MARGOYOSO,Swasta,,JL. PATI-TAYU KM.20 RT 4 RW 1 Purworejo Kode Pos 59154,Kab. Pati,Kec. Margoyoso,2954150556,2954150556
20339059,SMK NEGERI 1 PATI,Negeri,,JL. A. YANI NO.2 PATI RT 1 RW 1 Ngarus Kode Pos 59112,Kab. Pati,Kec. Pati,381959,381959
20339066,SMK MUHAMMADIYAH CIMANGGU,Swasta,,JL. RAYA CIMANGGU RT 2 RW 4 Cimanggu Kode Pos 53256,Kab. Cilacap,Kec. Cimanggu,2806261093,0
20339137,SMKS BHAKTI PRAJA SURADADI,Swasta,,JL. RAYA SURADADI KM 16 RT 0 RW 0 Suradadi Kode Pos 52182,Kab. Tegal,Kec. Suradadi,2834531119,
20339164,SMK NEGERI 1 KALIWUNGU,Negeri,,JL. AMPEL - SIMO KM.8 RT 2 RW 1 Kaliwungu Kode Pos 50778,Kab. Semarang,Kec. Kaliwungu,276320011,276320012
20339165,SMK NEGERI JAMBU,Negeri,,SETRO RT 2 RW 2 Jambu Kode Pos 50663,Kab. Semarang,Kec. Jambu,2985990001,2985990002
20339182,SMK NU SURUH,Swasta,,Jl. Suruh - Karanggede KM.1 RT 5 RW 1 Suruh Kode Pos 50776,Kab. Semarang,Kec. Suruh,298317264,0
20339187,SMK KUSUMA BANGSA,Swasta,,JL. RAYA JENGGUL PANGKAH RT 1 RW 2 PANGKAH Kode Pos 52471,Kab. Tegal,Kec. Pangkah,85842087779,
20339229,SMKS PGRI 3 SALATIGA,Swasta,,JL. YUDISTIRA NO. 25 SALATIGA RT 1 RW 8 Dukuh Kode Pos 50722,Kota Salatiga,Kec. Sidomukti,298321827,
